season,episode,index,timestamp,text 
1,13,339,"00:19:54,860 --> 00:19:57,111","Well, I'm not at all surprisedthey feel that way."
1,13,340,"00:19:57,321 --> 00:19:59,739","You're not?See, that's why you're so great."
1,13,341,"00:20:00,115 --> 00:20:02,241","Actually, it'squite typical behavior..."
1,13,342,"00:20:02,492 --> 00:20:06,662",...when you have this kindof dysfunctional group dynamic.
1,13,343,"00:20:06,872 --> 00:20:09,498","You know, this kind of codependent..."
1,13,344,"00:20:09,750 --> 00:20:11,375",...emotionally stunted...
1,13,345,"00:20:11,668 --> 00:20:16,797","...sitting in your stupid coffeehouse,with your stupid big cups..."
1,13,346,"00:20:17,049 --> 00:20:20,384","...which, I'm sorry, might as wellhave nipples on them."
1,13,347,"00:20:21,845 --> 00:20:26,307","And you're all like,""Oh, define me. Define me."
1,13,348,"00:20:26,516 --> 00:20:29,310","Love me. I need love."""
1,13,349,"00:20:30,812 --> 00:20:32,438","So you talked to your dad, huh?"
1,13,350,"00:20:32,648 --> 00:20:35,691","Yeah. He's gonna keep cheating on Ma,like she wanted."
1,13,351,"00:20:35,984 --> 00:20:38,527",Ma's gonna keep pretendingshe doesn't know even though she does.
1,13,352,"00:20:38,779 --> 00:20:41,530",And my sister Tinacan't see her husband anymore...
1,13,353,"00:20:41,782 --> 00:20:43,824",...because he gota restraining order.
1,13,354,"00:20:44,660 --> 00:20:48,079","Which has nothing to do with it,except that I found out today."
1,13,355,"00:20:48,247 --> 00:20:49,288",Wow.
1,13,356,"00:20:49,456 --> 00:20:52,083",Things sure have changed hereon Walton's mountain.
1,13,357,"00:20:54,253 --> 00:20:55,419","So, Joey, are you okay?"
1,13,358,"00:20:56,046 --> 00:20:57,171","Yeah, I guess."
1,13,359,"00:20:57,422 --> 00:20:59,674","It's just...You know, they're parents."
1,13,360,"00:20:59,925 --> 00:21:02,885","After a certain point,you gotta let go."
1,13,361,"00:21:03,387 --> 00:21:04,762",Even if you know better...
1,13,362,"00:21:04,972 --> 00:21:07,473",...you gotta let them maketheir own mistakes.
1,13,363,"00:21:07,683 --> 00:21:08,724",And just think...
1,13,364,"00:21:08,934 --> 00:21:11,060","...in a couple years,we get to turn into them."
1,13,365,"00:21:11,311 --> 00:21:12,687","Oh, please."
1,13,366,"00:21:12,938 --> 00:21:15,523","If I turn into my parents,I'll either be an alcoholic blond..."
1,13,367,"00:21:15,691 --> 00:21:18,776",...chasing after 20-year-old boys...
1,13,368,"00:21:19,027 --> 00:21:20,820",...or I'll end up like my mom.
1,13,369,"00:21:25,075 --> 00:21:26,867","- Hey.ALL: Hey, Pheebs."
1,13,370,"00:21:27,244 --> 00:21:28,536",MONICA:How's it going?
1,13,371,"00:21:29,663 --> 00:21:32,039","Okay, except I broke up with Roger."
1,13,372,"00:21:32,291 --> 00:21:33,791",ALL:Oh.
1,13,373,"00:21:34,042 --> 00:21:35,126","Yeah, right."
1,13,374,"00:21:35,294 --> 00:21:37,920","ALL:No, no, really. Aw."
1,13,375,"00:21:39,214 --> 00:21:42,925",- What happened?- Ugh. I don't know. I mean...
1,13,376,"00:21:43,135 --> 00:21:44,635",He's a good person...
1,13,377,"00:21:44,886 --> 00:21:46,762",...and he can be really sweet.
1,13,378,"00:21:47,389 --> 00:21:50,266","And in some ways,I think he is so right for me."
1,13,379,"00:21:50,517 --> 00:21:52,935","It's just, I hate that guy."
1,13,380,"00:22:00,652 --> 00:22:03,112","Hey, Joey. What's going on?"
1,13,381,"00:22:03,363 --> 00:22:05,990",Clear the tracks for the boobiepayback express.
1,13,382,"00:22:06,241 --> 00:22:08,034","Next stop, Rachel Green."
1,13,383,"00:22:11,538 --> 00:22:12,997",[MONICA & JOEY YELL]
1,13,384,"00:22:14,374 --> 00:22:16,751","Joey, what the hell were you doing?"
1,13,385,"00:22:17,252 --> 00:22:19,545","Sorry, wrong boobies."
1,13,386,"00:22:32,768 --> 00:22:33,893","Hello, Joey."
1,14,2,"00:00:03,420 --> 00:00:05,462","Hello, dear.ï»¿1I'm telling you, Ross, she wants you."
1,14,3,"00:00:05,714 --> 00:00:08,465",She barely knows me.We just live in the same building.
1,14,4,"00:00:08,717 --> 00:00:11,051",- Any contact?- She lent me an egg once.
1,14,5,"00:00:11,261 --> 00:00:12,469",You're in.
1,14,6,"00:00:13,555 --> 00:00:15,097","Oh, right."
1,14,7,"00:00:15,849 --> 00:00:17,599","- Hey, Ross.- Hey."
1,14,8,"00:00:17,767 --> 00:00:19,351",[CHUCKLES NERVOUSLY]
1,14,9,"00:00:23,231 --> 00:00:25,899","Come on, Ross. You gotta get backin the game here."
1,14,10,"00:00:26,151 --> 00:00:30,279","The Rachel thing's not happening,your ex-wife's a lesbian, you..."
1,14,11,"00:00:31,239 --> 00:00:33,115",I don't think we need a third.
1,14,12,"00:00:33,366 --> 00:00:36,577","Excuse me. Could we get an eggover here, still in the shell?"
1,14,13,"00:00:36,786 --> 00:00:37,828",An egg?
1,14,14,"00:00:38,079 --> 00:00:42,958","Yeah. Go up to her and say, ""Here's youregg back. I'm returning your egg."""
1,14,15,"00:00:43,543 --> 00:00:45,169",I think it's winning.
1,14,16,"00:00:46,087 --> 00:00:48,255",- I think it's insane.- She'll love it.
1,14,17,"00:00:49,716 --> 00:00:52,426",- Thank you.- Thank you. Here.
1,14,18,"00:00:53,928 --> 00:00:55,387",[STUTTERS]
1,14,19,"00:00:55,638 --> 00:00:57,514","Go with the egg, my friend."
1,14,20,"00:00:59,934 --> 00:01:02,311","JOEY & CHANDLER:Go, go, go."
1,14,21,"00:01:04,314 --> 00:01:07,566",- Think it'll work?- It's suicide. The man's got an egg.
1,14,22,"00:01:58,034 --> 00:02:00,119",MONICA: You cannot do this.RACHEL: What? Do what?
1,14,23,"00:02:00,370 --> 00:02:01,912",Roger wants to take her out.
1,14,24,"00:02:02,122 --> 00:02:05,165",No. Pheebs. Don't you rememberwhy you dumped the guy?
1,14,25,"00:02:05,834 --> 00:02:07,334",Because he was creepy.
1,14,26,"00:02:08,336 --> 00:02:10,254",And mean. And a little frightening.
1,14,27,"00:02:10,505 --> 00:02:13,048","Still, it's nice to havea date on Valentine's Day."
1,14,28,"00:02:14,175 --> 00:02:15,259",- Hi.- Hi.
1,14,29,"00:02:15,510 --> 00:02:18,137",You can go out with a creepany night of the year.
1,14,30,"00:02:18,805 --> 00:02:20,097",I know I do.
1,14,31,"00:02:21,266 --> 00:02:22,599",- Hi.- Hi.
1,14,32,"00:02:23,643 --> 00:02:25,269",What are you doing tomorrow night?
1,14,33,"00:02:25,478 --> 00:02:27,813","Actually, tomorrow nightdepends on how tonight goes."
1,14,34,"00:02:27,981 --> 00:02:32,192","- Oh. Uh, listen, about tonight...- No, no, don't you dare bail on me."
1,14,35,"00:02:32,443 --> 00:02:35,904",She's only going out with me becauseI'm bringing a friend for her friend.
1,14,36,"00:02:36,114 --> 00:02:37,990",But her friend sounds like such a...
1,14,37,"00:02:38,241 --> 00:02:40,450","Pathetic mess. I know, but..."
1,14,38,"00:02:40,994 --> 00:02:44,246","Come on, man, she's needy,she's vulnerable. I'm thinking:"
1,14,39,"00:02:44,414 --> 00:02:45,497",[MIMICS CASH REGISTER]
1,14,40,"00:02:50,211 --> 00:02:51,253",Thanks.
1,14,41,"00:02:52,255 --> 00:02:56,008",You haven't been out with a womansince Janice. You're doing this.
1,14,42,"00:02:56,676 --> 00:02:58,135",- Hi.- Hi.
1,14,43,"00:02:59,095 --> 00:03:00,304",- She said yes.- Ahem.
1,14,44,"00:03:00,555 --> 00:03:01,889","Yes! Way to go, man."
1,14,45,"00:03:02,140 --> 00:03:03,307",[EGG CRACKS]
1,14,46,"00:03:04,142 --> 00:03:06,143","CHANDLER: Still got the egg, huh?- Yeah."
1,14,47,"00:03:19,657 --> 00:03:21,909","- How do I look?- Oh, um..."
1,14,48,"00:03:22,076 --> 00:03:23,452",...I don't care.
1,14,49,"00:03:27,498 --> 00:03:28,582",There's Lorraine.
1,14,50,"00:03:28,833 --> 00:03:30,584","Now, remember, no trading."
1,14,51,"00:03:30,835 --> 00:03:33,128",You get the pretty one.I get the mess.
1,14,52,"00:03:33,713 --> 00:03:35,881","- Hi, Joey.- Hey."
1,14,53,"00:03:38,134 --> 00:03:39,676","Well, well."
1,14,54,"00:03:39,886 --> 00:03:41,511",Look what you brought.
1,14,55,"00:03:41,763 --> 00:03:43,222",Very nice.
1,14,56,"00:03:44,307 --> 00:03:46,225",And what did you bring?
1,14,57,"00:03:47,936 --> 00:03:49,645",She's checking her coat.
1,14,58,"00:03:49,896 --> 00:03:53,190","Joey, I'm gonna go wash the cab smelloff of my hands."
1,14,59,"00:03:53,441 --> 00:03:57,236",Will you get me a white zinfandeland a glass of red for Janice?
1,14,60,"00:04:01,950 --> 00:04:06,411",Janice?
1,14,61,"00:04:07,747 --> 00:04:08,956",Oh...
1,14,62,"00:04:09,207 --> 00:04:10,415",...my...
1,14,63,"00:04:10,667 --> 00:04:11,875",...God.
1,14,64,"00:04:15,880 --> 00:04:18,173","Hey, it's Janice."
1,14,65,"00:04:24,222 --> 00:04:26,765","Okay, I'm making a break for it.I'm going out the window."
1,14,66,"00:04:27,016 --> 00:04:31,645","No, don't, please. I've been waitingfor forever to go out with Lorraine."
1,14,67,"00:04:31,854 --> 00:04:34,064",- Just calm down.- Calm down? Calm down?
1,14,68,"00:04:34,315 --> 00:04:37,109",You set me up with a woman I've dumpedtwice in the last five months.
1,14,69,"00:04:37,277 --> 00:04:38,694",Hey.
1,14,70,"00:04:39,612 --> 00:04:43,156",Can you stop yelling?You're making me nervous...
1,14,71,"00:04:46,536 --> 00:04:48,745",...and I can't go when I'm nervous.
1,14,72,"00:04:49,330 --> 00:04:51,456",I'm sorry. I'm sorry. You're right.
1,14,73,"00:04:55,295 --> 00:04:58,547","Come on! Do it, do it, do it!Come on!"
1,14,74,"00:05:00,258 --> 00:05:03,969","Okay, Roger was creepy, but he wasnothing compared to Pete Carney."
1,14,75,"00:05:04,220 --> 00:05:06,096",- Which one was he?- Pete the Weeper?
1,14,76,"00:05:06,347 --> 00:05:10,017",Remember the guy that used to cryevery time we had sex?
1,14,77,"00:05:10,518 --> 00:05:13,020","[MIMICS SOBBING]""Oh, was it good for you?"""
1,14,78,"00:05:15,148 --> 00:05:19,401","Well, I'd take a little cryingany day over Howard, the ""I win"" guy."
1,14,79,"00:05:19,610 --> 00:05:21,695","""I win. I win."""
1,14,80,"00:05:23,114 --> 00:05:26,491",I went out with him for two months.I didn't get to win once.
1,14,81,"00:05:27,118 --> 00:05:30,495",How do we end up with these jerks?We're good people.
1,14,82,"00:05:30,747 --> 00:05:33,582",I don't know. I think we're likesome kind of magnets.
1,14,83,"00:05:33,833 --> 00:05:37,336",I know I am. That's why I can'twear a digital watch.
1,14,84,"00:05:40,340 --> 00:05:42,215","There's more beer, right?"
1,14,85,"00:05:44,302 --> 00:05:47,471",Oh. You know my friend Abbywho shaves her head?
1,14,86,"00:05:49,057 --> 00:05:51,767",She says to break thebad-boyfriend cycle...
1,14,87,"00:05:52,018 --> 00:05:54,311",...you can do a cleansing ritual.
1,14,88,"00:05:57,023 --> 00:06:00,650","Pheebs, this womanis voluntarily bald."
1,14,89,"00:06:02,070 --> 00:06:03,528",Yeah.
1,14,90,"00:06:04,113 --> 00:06:06,740","So we can do ittomorrow night, you guys."
1,14,91,"00:06:06,991 --> 00:06:08,825",It's Valentine's Day.It's perfect.
1,14,92,"00:06:09,327 --> 00:06:11,453","Okay, well, what kind of ritual?"
1,14,93,"00:06:11,704 --> 00:06:15,749","Okay, we can, um, burn the stuffthey gave us."
1,14,94,"00:06:16,834 --> 00:06:18,293",Or?
1,14,95,"00:06:18,544 --> 00:06:23,340","Or we can chant and dance around naked,you know, with sticks."
1,14,96,"00:06:26,427 --> 00:06:27,677",- Burning's good.- Burning's good.
1,14,97,"00:06:27,929 --> 00:06:29,471",RACHEL:I've got stuff to burn.
1,14,98,"00:06:30,098 --> 00:06:32,391",[CLASSICAL MUSIC PLAYINGOVER SPEAKERS]
1,14,99,"00:06:38,022 --> 00:06:39,564",You know...
1,14,100,"00:06:39,732 --> 00:06:44,194","...ever since I was little, I've beenable to pick up quarters with my toes."
1,14,101,"00:06:44,445 --> 00:06:47,072",Yeah? Good for you.
1,14,102,"00:06:49,325 --> 00:06:53,120","Uh, quarters or rolls of quarters?"
1,14,103,"00:06:58,626 --> 00:07:02,421","By the way, Chandler,I cut you out of all of my pictures."
1,14,104,"00:07:02,672 --> 00:07:06,133","So if you want, I have a bagwith just your heads."
1,14,105,"00:07:07,885 --> 00:07:09,177",That's okay.
1,14,106,"00:07:09,971 --> 00:07:13,598",Are you sure? Because youcould make little puppets out of them.
1,14,107,"00:07:13,850 --> 00:07:17,352",And you could use them in yourTheater of Cruelty.
1,14,108,"00:07:20,148 --> 00:07:21,606",We can't do that.
1,14,109,"00:07:22,733 --> 00:07:24,860",What? What can't you do?
1,14,110,"00:07:27,155 --> 00:07:30,323","Uh, can I talk to you for a second?Over there?"
1,14,111,"00:07:36,289 --> 00:07:39,583","Uh, we might be leaving now."
1,14,112,"00:07:40,751 --> 00:07:42,377","Tell me it's you and me ""we."""
1,14,113,"00:07:43,880 --> 00:07:47,883",She said she wants to slather my bodywith stuff and then lick it off.
1,14,114,"00:07:48,134 --> 00:07:50,802",I'm not even sure what slathering is.
1,14,115,"00:07:51,387 --> 00:07:53,930",But I definitely want to bea part of it.
1,14,116,"00:07:55,391 --> 00:07:58,018","Okay, you cannot do this to me."
1,14,117,"00:07:59,437 --> 00:08:01,730",You're right. I'm sorry.You're right.
1,14,118,"00:08:01,939 --> 00:08:06,234","Uh, can we have three chocolate moussesto go, please?"
1,14,119,"00:08:07,028 --> 00:08:08,403",I'm out of here.
1,14,120,"00:08:10,364 --> 00:08:13,533","Here's my credit card.Dinner's on me. I'm sorry, Chandler."
1,14,121,"00:08:14,118 --> 00:08:16,369",I hope she throws up on you.
1,14,122,"00:08:18,831 --> 00:08:19,873",Thanks.
1,14,123,"00:08:22,168 --> 00:08:24,961",- So...- Just us.
1,14,124,"00:08:25,379 --> 00:08:27,631","Ugh, what a crappy night."
1,14,125,"00:08:27,965 --> 00:08:32,093",Although I have enjoyed the fact thatyour shirt's been sticking out...
1,14,126,"00:08:32,345 --> 00:08:35,222",...of your zipper since youcame back from the bathroom.
1,14,127,"00:08:35,389 --> 00:08:37,140",[LAUGHS]
1,14,128,"00:08:40,436 --> 00:08:41,478",Excuse me.
1,14,129,"00:08:44,982 --> 00:08:46,274",How you doing?
1,14,130,"00:08:51,531 --> 00:08:55,116","So do we have the best friends,or what?"
1,14,131,"00:08:55,368 --> 00:08:57,702",Joey's not a friend. He's...
1,14,132,"00:08:59,664 --> 00:09:02,958",...a stupid man who left ushis credit card.
1,14,133,"00:09:04,669 --> 00:09:08,088",Another drink? Some dessert?A big-screen TV?
1,14,134,"00:09:08,422 --> 00:09:09,923",I will go for that drink.
1,14,135,"00:09:10,174 --> 00:09:11,716",You got it. Good woman.
1,14,136,"00:09:17,181 --> 00:09:19,641",A bottle of yourmost overpriced champagne.
1,14,137,"00:09:19,850 --> 00:09:21,518",- Each.- That's right. Each.
1,14,138,"00:09:21,686 --> 00:09:23,687","Oh. And a, uh, Rob Roy."
1,14,139,"00:09:24,814 --> 00:09:26,523",I've always wanted to know.
1,14,140,"00:09:44,750 --> 00:09:48,503",Happy Valentine's Day.
1,14,141,"00:09:56,053 --> 00:09:58,888","Oh, I miss you already."
1,14,142,"00:10:00,266 --> 00:10:01,975",Can you believe this happened?
1,14,143,"00:10:02,226 --> 00:10:03,685","No, no."
1,14,144,"00:10:05,062 --> 00:10:06,605",And yet it did.
1,14,145,"00:10:07,523 --> 00:10:09,774","- Goodbye, Janice.- Kiss me."
1,14,146,"00:10:12,653 --> 00:10:17,532","Oh, Chandler. Sorry."
1,14,147,"00:10:19,660 --> 00:10:21,870","- Hey, Janice.- Hi, Monica."
1,14,148,"00:10:22,079 --> 00:10:24,998","Okay. Well, this was very special."
1,14,149,"00:10:26,208 --> 00:10:29,127","Rach, come see who's out here."
1,14,150,"00:10:29,629 --> 00:10:32,505","What's going on...?Oh, my God."
1,14,151,"00:10:32,715 --> 00:10:34,883",Janice. Hi.
1,14,152,"00:10:35,384 --> 00:10:38,053",Janice is gonna go away now.
1,14,153,"00:10:39,972 --> 00:10:41,056",I'll be right back.
1,14,154,"00:10:41,474 --> 00:10:45,268",Oh. Joey. Look who it is.
1,14,155,"00:10:45,853 --> 00:10:47,103",Whoa.
1,14,156,"00:10:49,440 --> 00:10:50,982","Oh, good. Joey's home now."
1,14,157,"00:10:51,233 --> 00:10:53,568",This is so much fun.
1,14,158,"00:10:53,819 --> 00:10:56,154",This is like a reunion in the hall.
1,14,159,"00:10:56,322 --> 00:10:58,198",[LAUGHS]
1,14,160,"00:10:58,949 --> 00:11:02,035","Hi, Ross. There's someoneI want you to say hi to."
1,14,161,"00:11:04,413 --> 00:11:05,747",He just happened to call.
1,14,162,"00:11:05,998 --> 00:11:09,417","Hello, Ross. Yes, that's right.It's me. How did you know?"
1,14,163,"00:11:09,585 --> 00:11:10,960",[LAUGHS]
1,14,164,"00:11:16,592 --> 00:11:20,303","I'm just saying if dogsdo experience jet lag, then..."
1,14,165,"00:11:20,554 --> 00:11:24,849",...because of the whole seven-dog-years-to-one-human-year thing...
1,14,166,"00:11:25,101 --> 00:11:28,395",...that when a dog fliesfrom New York to Los Angeles...
1,14,167,"00:11:28,604 --> 00:11:32,774","...he doesn't just lose three hours,he loses, like, a week and a half."
1,14,168,"00:11:33,401 --> 00:11:35,110",[LAUGHS]
1,14,169,"00:11:36,153 --> 00:11:38,780",- That's funny.- Yeah.
1,14,170,"00:11:50,501 --> 00:11:51,710",What?
1,14,171,"00:11:55,131 --> 00:11:56,256",Who are they?
1,14,172,"00:11:56,590 --> 00:11:58,758","The, uh, blond is my ex-wife."
1,14,173,"00:11:59,009 --> 00:12:02,053",And the woman touching her is her...
1,14,174,"00:12:02,471 --> 00:12:04,472",...close personal friend.
1,14,175,"00:12:07,059 --> 00:12:08,768",You mean they're lovers?
1,14,176,"00:12:09,019 --> 00:12:11,104",If you want to put a label on it.
1,14,177,"00:12:12,356 --> 00:12:14,399",Wow. Heh.
1,14,178,"00:12:14,567 --> 00:12:17,485",- Anything else I should know?- Nope. That's it.
1,14,179,"00:12:19,029 --> 00:12:21,364","Oh, and she's pregnant with my baby."
1,14,180,"00:12:25,327 --> 00:12:27,412",I always forget that part.
1,14,181,"00:12:29,582 --> 00:12:30,623",Hello.
1,14,182,"00:12:37,173 --> 00:12:42,093","Okay. So now we need, um,sage branches and the sacramental wine."
1,14,183,"00:12:44,180 --> 00:12:46,473",All I had is oregano and a Fresca.
1,14,184,"00:12:46,891 --> 00:12:48,516","Um, that's okay."
1,14,185,"00:12:51,061 --> 00:12:52,979",RACHEL: Ooh.- Okay.
1,14,186,"00:12:53,647 --> 00:12:56,941",All right. Now we need the semenof a righteous man.
1,14,187,"00:13:02,740 --> 00:13:04,783","Huh. Okay, Pheebs, if we had that..."
1,14,188,"00:13:04,950 --> 00:13:07,160",...we wouldn't be doing the ritualin the first place.
1,14,189,"00:13:08,871 --> 00:13:12,332","- Can we start throwing things in?- Um, yeah, okay."
1,14,190,"00:13:12,500 --> 00:13:15,210",Oh. Okay. Um...
1,14,191,"00:13:16,003 --> 00:13:17,587",Okay. Barry's letters.
1,14,192,"00:13:19,006 --> 00:13:21,633",Adam Ritter's boxer shorts.
1,14,193,"00:13:21,884 --> 00:13:24,135",And I have the receiptfrom my dinner with:
1,14,194,"00:13:24,303 --> 00:13:25,929",[SPEAKS IN FOREIGN LANGUAGE]
1,14,195,"00:13:30,059 --> 00:13:33,353","- A picture of Scotty Jared, naked.- Let me see."
1,14,196,"00:13:33,729 --> 00:13:35,188",He's wearing a sweater.
1,14,197,"00:13:35,397 --> 00:13:37,398",- No.RACHEL & PHOEBE: Ew!
1,14,198,"00:13:41,111 --> 00:13:44,906","Okay, and here we havethe last of Paolo's grappa."
1,14,199,"00:13:45,157 --> 00:13:46,658",Wait. Isn't it almost pure...?
1,14,200,"00:13:46,826 --> 00:13:48,201",[ALL SCREAM]
1,14,201,"00:13:51,956 --> 00:13:54,707",How can I dump this womanon Valentine's Day?
1,14,202,"00:13:55,835 --> 00:13:57,919",I don't know.You dumped her on New Year's.
1,14,203,"00:14:00,089 --> 00:14:03,967","Oh, man. In my next lifeI'm coming back as a toilet brush."
1,14,204,"00:14:05,803 --> 00:14:08,304","Hello, funny valentine."
1,14,205,"00:14:09,265 --> 00:14:11,057","Hi, just Janice."
1,14,206,"00:14:12,059 --> 00:14:14,519","Hello, Joey, our little matchmaker."
1,14,207,"00:14:14,770 --> 00:14:17,605","I could just kiss you all over,and I'm gonna."
1,14,208,"00:14:17,773 --> 00:14:21,901","Oh. Okay, heh. Ha, ha, okay."
1,14,209,"00:14:23,529 --> 00:14:25,321","If you don't do it, I will."
1,14,210,"00:14:38,168 --> 00:14:41,379","So, um, what do you do for a living?"
1,14,211,"00:14:41,589 --> 00:14:42,922","Well, um for the past few years..."
1,14,212,"00:14:43,090 --> 00:14:44,257",[PAGER BEEPS]
1,14,213,"00:14:44,508 --> 00:14:47,176","Oh, no. You said they couldshoot the spot without you."
1,14,214,"00:14:47,386 --> 00:14:48,428",SUSAN:I thought they could.
1,14,215,"00:14:48,596 --> 00:14:51,931","- Working with children,which is really fulfilling."
1,14,216,"00:14:52,182 --> 00:14:55,393",I'll try to get backas soon as I can. I'm sorry.
1,14,217,"00:14:55,644 --> 00:14:58,938","KRISTEN: So I'm spending mostof my time teaching science, heh..."
1,14,218,"00:14:59,189 --> 00:15:02,942",...which is funny becausethat wasn't even my major.
1,14,219,"00:15:08,616 --> 00:15:10,325",[LAUGHS]
1,14,220,"00:15:15,164 --> 00:15:16,956","Now, that is funny."
1,14,221,"00:15:20,377 --> 00:15:21,502","Hey, do you think...?"
1,14,222,"00:15:21,921 --> 00:15:25,715",Would it be too weird if I invitedCarol over to join us?
1,14,223,"00:15:25,966 --> 00:15:28,051",Because she's alone now.
1,14,224,"00:15:28,594 --> 00:15:30,386",And pregnant. And sad.
1,14,225,"00:15:31,639 --> 00:15:33,014",- I guess.- Are you sure?
1,14,226,"00:15:33,265 --> 00:15:34,682",Thanks. Carol.
1,14,227,"00:15:35,601 --> 00:15:37,185",Wanna come over and join us?
1,14,228,"00:15:37,394 --> 00:15:38,645","Oh, no. I'm fine."
1,14,229,"00:15:38,896 --> 00:15:41,981","Come on, stand up. These peoplewill scooch down. Come on."
1,14,230,"00:15:42,358 --> 00:15:45,401","Come over here.You guys will scooch, won't you?"
1,14,231,"00:15:45,736 --> 00:15:48,655",Let's try scooching. Come on.
1,14,232,"00:15:48,864 --> 00:15:50,990",ROSS: Come on.CAROL: Thank you.
1,14,233,"00:15:53,118 --> 00:15:56,204","Uh, Kristen Riggs, this is Carol Willet."
1,14,234,"00:15:56,455 --> 00:15:58,915","- Carol, Kristen.- How do you do?"
1,14,235,"00:15:59,083 --> 00:16:01,417","Um... Oh, uh, Carol teaches sixth grade."
1,14,236,"00:16:01,835 --> 00:16:04,170","And, uh, Kristen..."
1,14,237,"00:16:07,508 --> 00:16:09,842",Kristen does something...
1,14,238,"00:16:11,387 --> 00:16:13,096","...that, funnily enough..."
1,14,239,"00:16:14,932 --> 00:16:16,391",...wasn't even her major.
1,14,240,"00:16:20,729 --> 00:16:22,188",FIREMAN 1:What do we got there?
1,14,241,"00:16:23,357 --> 00:16:25,441",A piece of silk boxer shorts...
1,14,242,"00:16:26,068 --> 00:16:27,694",...some greeting cards...
1,14,243,"00:16:28,362 --> 00:16:31,364",...what looks like ahalf-charred picture of...
1,14,244,"00:16:32,032 --> 00:16:34,534","Wow, that guy's hairierthan the chief."
1,14,245,"00:16:38,163 --> 00:16:41,499","You know, it's a really funny storyhow this happened."
1,14,246,"00:16:41,750 --> 00:16:43,501",It's all right. Don't explain.
1,14,247,"00:16:43,711 --> 00:16:46,838",It's not the first boyfriend bonfirewe've seen get out of control.
1,14,248,"00:16:49,550 --> 00:16:51,843",- You're our third call tonight.- Really?
1,14,249,"00:16:52,094 --> 00:16:55,179",Sure. Valentine's is ourbusiest night of the year.
1,14,250,"00:16:58,684 --> 00:17:00,226",I brought you something.
1,14,251,"00:17:00,436 --> 00:17:01,936",Is it loaded?
1,14,252,"00:17:06,066 --> 00:17:08,234","Oh, little candy hearts."
1,14,253,"00:17:09,653 --> 00:17:12,280","""Chan and Jan forever."""
1,14,254,"00:17:12,698 --> 00:17:14,824",I had them made special.
1,14,255,"00:17:18,620 --> 00:17:19,871","Okay, Janice."
1,14,256,"00:17:20,956 --> 00:17:21,998",Janice.
1,14,257,"00:17:23,625 --> 00:17:24,751","Hey, Janice."
1,14,258,"00:17:28,005 --> 00:17:30,214","Look, there's no way for meto tell you this."
1,14,259,"00:17:30,466 --> 00:17:33,009","At least, there's no new wayfor me to tell you this."
1,14,260,"00:17:36,138 --> 00:17:38,931",I just don't think thingsare gonna work out.
1,14,261,"00:17:41,643 --> 00:17:42,852",That's fine.
1,14,262,"00:17:46,774 --> 00:17:48,357",- It is?- Mm-hm.
1,14,263,"00:17:48,609 --> 00:17:52,195",Because I know that thisisn't the end.
1,14,264,"00:17:54,281 --> 00:17:56,741","Oh, no. You see, actually, it is."
1,14,265,"00:17:56,992 --> 00:17:59,827","No, it isn't. Because youwon't let that happen."
1,14,266,"00:18:00,079 --> 00:18:01,537",Don't you know it yet?
1,14,267,"00:18:01,789 --> 00:18:04,957","You love me, Chandler Bing."
1,14,268,"00:18:09,171 --> 00:18:10,755","Oh, no, I don't."
1,14,269,"00:18:11,507 --> 00:18:14,258",Then why do you thinkwe keep ending up together?
1,14,270,"00:18:14,510 --> 00:18:16,344","New Year's, who invited who?"
1,14,271,"00:18:16,595 --> 00:18:19,472","Valentine's, who asked whointo whose bed?"
1,14,272,"00:18:19,723 --> 00:18:22,141","- I did, but...- You seek me out."
1,14,273,"00:18:22,392 --> 00:18:27,522",Something deep in your soulcalls out to me like a foghorn.
1,14,274,"00:18:27,856 --> 00:18:31,651",Janice. Janice.
1,14,275,"00:18:31,944 --> 00:18:34,237",You want me. You need me.
1,14,276,"00:18:34,530 --> 00:18:37,698",You can't live without me.
1,14,277,"00:18:38,033 --> 00:18:39,575",And you know it.
1,14,278,"00:18:39,952 --> 00:18:43,830",You just don't know you know it.
1,14,279,"00:18:48,252 --> 00:18:49,335",See you.
1,14,280,"00:18:56,301 --> 00:18:57,510",Call me.
1,14,281,"00:19:06,103 --> 00:19:10,106",It's not true. I never calledyour mother a wolverine.
1,14,282,"00:19:10,315 --> 00:19:12,859",You did so. I swear.I swear to...
1,14,283,"00:19:16,780 --> 00:19:19,157",How long has she been in the bathroom?
1,14,284,"00:19:19,366 --> 00:19:23,244","Uh, I don't think she's in the bathroom.Her coat is gone."
1,14,285,"00:19:23,579 --> 00:19:25,580","Well, maybe it's cold in there."
1,14,286,"00:19:28,000 --> 00:19:31,169",Maybe I screwed up the first dateI had in nine years.
1,14,287,"00:19:31,420 --> 00:19:33,921","- That could be it.- Oh, God."
1,14,288,"00:19:35,215 --> 00:19:37,633","You know, this is still pretty hot."
1,14,289,"00:19:42,389 --> 00:19:43,472",Mushroom.
1,14,290,"00:19:44,933 --> 00:19:46,017",Smile.
1,14,291,"00:19:47,060 --> 00:19:50,980",They won't all be like this.Some might even stay through dinner.
1,14,292,"00:19:51,815 --> 00:19:54,483","- I'm sorry. That's not funny.- No, it's just..."
1,14,293,"00:19:55,235 --> 00:19:58,738","Well, you know the wholegetting-on-with-your-life thing?"
1,14,294,"00:19:58,989 --> 00:20:01,032","Well, do I have to?"
